"contract","payment_method","tenure_months","monthly_charges","total_charges","churn_value","churn_score","cltv"
"Month-to-month","Electronic check",22,"96.7","2082.95",1,93,"4458"
"Month-to-month","Credit card (automatic)",2,"55.05","102.75",1,81,"5855"
"Month-to-month","Electronic check",19,"88.2","1775.8",1,69,"5683"
"One year","Mailed check",8,"19.75","145.0",1,89,"2247"
"Month-to-month","Electronic check",15,"75.65","1146.65",1,96,"2099"
"Month-to-month","Electronic check",1,"74.7","74.7",1,88,"3348"
"Month-to-month","Electronic check",17,"76.65","1313.55",1,87,"3182"
"Month-to-month","Mailed check",1,"25.8","25.8",1,97,"3884"
"Month-to-month","Electronic check",2,"42.6","72.4",1,79,"4648"
"Month-to-month","Bank transfer (automatic)",29,"68.85","1970.5",1,79,"5449"
"Month-to-month","Credit card (automatic)",2,"90.0","190.05",1,99,"3902"
"Month-to-month","Electronic check",14,"75.35","1025.95",1,71,"4995"
"Month-to-month","Electronic check",8,"100.85","819.55",1,97,"3849"
"Month-to-month","Electronic check",5,"69.95","330.15",1,81,"2969"
"One year","Electronic check",63,"107.5","6873.75",1,96,"6144"
"Month-to-month","Mailed check",1,"45.85","45.85",1,94,"5930"
"One year","Bank transfer (automatic)",53,"106.1","5769.75",1,94,"4471"
"Month-to-month","Electronic check",1,"91.7","91.7",1,71,"4319"
"Month-to-month","Credit card (automatic)",16,"95.6","1555.65",1,96,"5915"
"Month-to-month","Electronic check",1,"74.95","74.95",1,82,"2591"
"Month-to-month","Electronic check",10,"95.35","898.35",1,75,"5353"
"Month-to-month","Electronic check",3,"45.0","127.1",1,77,"4145"
"Month-to-month","Electronic check",66,"99.5","6710.5",1,73,"4001"
"One year","Bank transfer (automatic)",17,"98.6","1704.95",1,91,"5160"
"Month-to-month","Mailed check",7,"59.5","415.95",1,91,"4661"
"Month-to-month","Electronic check",12,"80.45","950.2",1,69,"5374"
"Month-to-month","Credit card (automatic)",42,"77.95","3384.0",1,82,"5396"
"Month-to-month","Electronic check",2,"74.7","165.4",1,81,"2803"
"Month-to-month","Electronic check",1,"88.8","88.8",1,91,"3106"
"Month-to-month","Electronic check",30,"90.25","2755.35",1,84,"5654"
"Month-to-month","Bank transfer (automatic)",15,"64.65","994.55",1,89,"4780"
"Month-to-month","Bank transfer (automatic)",13,"89.05","1169.35",1,82,"3861"
"One year","Electronic check",67,"87.4","5918.8",1,65,"4421"
"Month-to-month","Electronic check",23,"94.75","2293.6",1,95,"2740"
"Month-to-month","Electronic check",35,"86.45","3029.1",1,68,"5874"
"One year","Electronic check",56,"98.25","5508.35",1,97,"4886"
"Month-to-month","Bank transfer (automatic)",9,"75.75","655.9",1,96,"5105"
"Month-to-month","Bank transfer (automatic)",17,"85.35","1463.45",1,70,"3209"
"One year","Credit card (automatic)",48,"106.1","5082.8",1,69,"5898"
"Month-to-month","Electronic check",17,"45.05","770.6",1,65,"3797"
"Month-to-month","Mailed check",34,"109.8","3587.25",1,78,"3410"
"Month-to-month","Electronic check",42,"84.65","3541.35",1,76,"4871"
"Month-to-month","Bank transfer (automatic)",11,"79.5","868.5",1,68,"3469"
"Month-to-month","Mailed check",1,"85.8","85.8",1,99,"2850"
"Month-to-month","Electronic check",1,"79.1","79.1",1,84,"5001"
"Month-to-month","Mailed check",3,"44.3","134.5",1,88,"4903"
"Month-to-month","Credit card (automatic)",50,"105.95","5341.8",1,79,"5536"
"Month-to-month","Electronic check",5,"69.75","324.6",1,99,"3965"
"Month-to-month","Electronic check",51,"94.65","4812.75",1,100,"4747"
"Month-to-month","Bank transfer (automatic)",46,"96.05","4399.5",1,77,"2712"
"Month-to-month","Mailed check",1,"50.15","50.15",1,98,"3438"
"Month-to-month","Bank transfer (automatic)",41,"113.6","4594.95",1,96,"4963"
"Month-to-month","Electronic check",29,"78.9","2384.15",1,90,"3249"
"Month-to-month","Electronic check",26,"60.05","1616.15",1,71,"2039"
"Month-to-month","Electronic check",1,"34.7","34.7",1,81,"4476"
"Month-to-month","Electronic check",3,"85.3","264.8",1,67,"4934"
"One year","Credit card (automatic)",66,"102.45","6615.15",1,82,"4688"
"Month-to-month","Bank transfer (automatic)",21,"104.4","2200.25",1,67,"5570"
"Month-to-month","Electronic check",1,"99.75","99.75",1,93,"4214"
"Month-to-month","Electronic check",4,"74.4","299.7",1,69,"3633"
"Month-to-month","Credit card (automatic)",9,"74.25","639.65",1,76,"5393"
"Month-to-month","Electronic check",1,"59.85","59.85",1,71,"4017"
"Month-to-month","Electronic check",1,"69.6","69.6",1,96,"3438"
"Month-to-month","Electronic check",9,"45.4","418.8",1,81,"5028"
"Month-to-month","Mailed check",1,"19.5","19.5",1,77,"5211"
"Month-to-month","Electronic check",1,"69.9","69.9",1,88,"3349"
"Month-to-month","Bank transfer (automatic)",2,"87.15","183.75",1,72,"4149"
"Month-to-month","Bank transfer (automatic)",3,"84.75","264.85",1,100,"2014"
"Month-to-month","Electronic check",14,"89.95","1178.4",1,97,"5463"
"Month-to-month","Electronic check",41,"113.2","4689.5",1,89,"3380"
"Month-to-month","Electronic check",13,"90.5","1201.15",1,76,"5394"
"Month-to-month","Electronic check",2,"79.0","143.65",1,92,"5239"
"One year","Bank transfer (automatic)",18,"20.15","390.85",1,85,"4931"
"Month-to-month","Electronic check",1,"71.65","71.65",1,93,"2377"
"Month-to-month","Mailed check",4,"20.35","77.5",1,76,"5984"
"Month-to-month","Credit card (automatic)",38,"84.25","3264.5",1,70,"2885"
"Month-to-month","Bank transfer (automatic)",12,"78.1","947.3",1,89,"4741"
"Month-to-month","Mailed check",19,"89.65","1761.05",1,74,"3046"
"Month-to-month","Electronic check",10,"98.7","973.25",1,68,"5561"
"Month-to-month","Electronic check",1,"76.35","76.35",1,67,"5613"
"Month-to-month","Electronic check",23,"79.15","1676.95",1,68,"5216"
"Month-to-month","Electronic check",32,"85.0","2642.05",1,94,"4584"
"Month-to-month","Electronic check",32,"85.3","2661.1",1,75,"2712"
"Month-to-month","Credit card (automatic)",31,"86.55","2697.4",1,74,"4198"
"Month-to-month","Credit card (automatic)",19,"73.85","1424.5",1,89,"2251"
"Month-to-month","Electronic check",57,"44.85","2572.95",1,82,"5172"
"Month-to-month","Electronic check",1,"45.1","45.1",1,79,"4499"
"Month-to-month","Electronic check",24,"96.0","2122.45",1,71,"3068"
"Month-to-month","Bank transfer (automatic)",1,"20.05","20.05",1,66,"4710"
"Two year","Bank transfer (automatic)",65,"108.65","6937.95",1,79,"6120"
"Month-to-month","Electronic check",10,"45.55","402.6",1,67,"4097"
"Month-to-month","Electronic check",2,"35.1","68.75",1,78,"2643"
"Month-to-month","Credit card (automatic)",1,"46.2","46.2",1,76,"4167"
"Month-to-month","Electronic check",1,"45.15","45.15",1,89,"5828"
"Month-to-month","Electronic check",1,"43.3","43.3",1,91,"4972"
"Month-to-month","Credit card (automatic)",38,"57.15","2250.65",1,75,"3110"
"Month-to-month","Electronic check",19,"73.2","1441.1",1,97,"4718"
"Month-to-month","Electronic check",52,"85.35","4338.6",1,98,"6402"
"Month-to-month","Mailed check",1,"45.95","45.95",1,69,"4888"
"Month-to-month","Electronic check",3,"83.75","247.25",1,65,"4852"
"Month-to-month","Electronic check",1,"70.05","70.05",1,69,"2699"
"Month-to-month","Electronic check",2,"86.0","165.45",1,77,"4546"
"Month-to-month","Bank transfer (automatic)",35,"100.5","3653.35",1,81,"4745"
"Month-to-month","Electronic check",16,"72.65","1194.3",1,73,"2850"
"Month-to-month","Electronic check",1,"21.0","21.0",1,90,"3753"
"Month-to-month","Mailed check",1,"45.1","45.1",1,70,"2740"
"Month-to-month","Bank transfer (automatic)",30,"50.4","1527.5",1,83,"4795"
"Month-to-month","Electronic check",5,"78.95","378.4",1,65,"4054"
"Month-to-month","Electronic check",56,"94.45","5124.6",1,96,"4830"
"Month-to-month","Bank transfer (automatic)",44,"84.8","3862.55",1,66,"3997"
"Month-to-month","Mailed check",1,"50.9","50.9",1,83,"5111"
"Month-to-month","Electronic check",49,"99.8","4872.45",1,83,"6088"
"Month-to-month","Bank transfer (automatic)",47,"107.35","5118.95",1,98,"3620"
"Month-to-month","Mailed check",31,"19.55","658.95",1,67,"2687"
"Month-to-month","Electronic check",3,"79.1","246.5",1,74,"5339"
"Month-to-month","Mailed check",8,"25.5","215.2",1,78,"5578"
"Month-to-month","Electronic check",2,"80.75","159.45",1,87,"2176"
"Month-to-month","Bank transfer (automatic)",65,"91.85","5940.85",1,82,"5530"
"Month-to-month","Electronic check",1,"75.35","75.35",1,90,"5284"
"Month-to-month","Electronic check",1,"75.45","75.45",1,74,"5518"
"Month-to-month","Bank transfer (automatic)",24,"49.55","1210.4",1,80,"5005"
"One year","Credit card (automatic)",69,"78.6","5356.45",1,93,"6230"
"Month-to-month","Electronic check",7,"81.1","576.65",1,87,"3238"
"Month-to-month","Electronic check",11,"74.95","825.7",1,70,"2044"
"Month-to-month","Electronic check",1,"93.55","93.55",1,81,"5536"
"Month-to-month","Credit card (automatic)",58,"102.1","5885.4",1,96,"4415"
"Month-to-month","Bank transfer (automatic)",14,"90.9","1259.0",1,70,"5148"
"Month-to-month","Mailed check",12,"29.2","309.1",1,94,"3747"
"Month-to-month","Bank transfer (automatic)",25,"89.15","2257.75",1,97,"5853"
"One year","Electronic check",58,"108.85","6287.25",1,91,"4739"
"Month-to-month","Electronic check",16,"84.75","1350.15",1,99,"5136"
"Month-to-month","Electronic check",1,"45.7","45.7",1,99,"3187"
"Month-to-month","Electronic check",1,"69.95","69.95",1,94,"3208"
"Month-to-month","Electronic check",2,"44.6","97.1",1,70,"5482"
"Month-to-month","Electronic check",23,"74.95","1710.45",1,89,"5897"
"Two year","Electronic check",57,"95.25","5464.65",1,93,"5789"
"Month-to-month","Mailed check",24,"89.85","2165.05",1,95,"2050"
"One year","Mailed check",49,"100.45","4941.8",1,90,"4235"
"Month-to-month","Electronic check",5,"47.15","223.15",1,82,"2857"
"Month-to-month","Electronic check",2,"80.2","181.1",1,99,"2384"
"Month-to-month","Mailed check",4,"87.1","341.45",1,80,"5587"
"Month-to-month","Bank transfer (automatic)",5,"75.9","357.75",1,87,"3520"
"Month-to-month","Electronic check",47,"98.75","4533.7",1,80,"4622"
"Month-to-month","Electronic check",10,"86.45","830.85",1,80,"5699"
"Month-to-month","Mailed check",1,"45.3","45.3",1,69,"3049"
"One year","Electronic check",67,"104.1","7040.85",1,74,"4857"
"Month-to-month","Electronic check",5,"81.0","371.65",1,99,"4287"
"One year","Credit card (automatic)",67,"90.6","6056.15",1,73,"4394"
"Month-to-month","Electronic check",15,"88.15","1390.6",1,79,"2524"
"Month-to-month","Mailed check",1,"20.2","20.2",1,92,"4325"
"Month-to-month","Electronic check",26,"90.8","2361.8",1,75,"2641"
"Month-to-month","Electronic check",22,"79.35","1730.35",1,68,"4718"
"Month-to-month","Bank transfer (automatic)",21,"96.8","2030.3",1,87,"4317"
"Month-to-month","Bank transfer (automatic)",47,"83.35","4065.0",1,98,"2516"
"Month-to-month","Electronic check",2,"49.4","106.55",1,97,"5115"
"Month-to-month","Electronic check",22,"79.2","1742.75",1,91,"3410"
"Month-to-month","Electronic check",7,"48.7","340.25",1,98,"2984"
"Month-to-month","Electronic check",1,"95.6","95.6",1,79,"4091"
"Month-to-month","Credit card (automatic)",49,"59.75","2934.3",1,78,"6006"
"Month-to-month","Credit card (automatic)",43,"108.15","4600.7",1,86,"2833"
"Month-to-month","Electronic check",1,"71.35","71.35",1,77,"2619"
"Month-to-month","Mailed check",1,"20.15","20.15",1,86,"4939"
"Month-to-month","Bank transfer (automatic)",1,"69.75","69.75",1,66,"2901"
"Month-to-month","Electronic check",32,"93.2","2931.0",1,90,"5247"
"Month-to-month","Electronic check",17,"80.85","1400.85",1,77,"5174"
"Month-to-month","Electronic check",4,"33.65","137.85",1,95,"2563"
"Month-to-month","Electronic check",1,"79.95","79.95",1,99,"4815"
"Month-to-month","Electronic check",1,"19.3","19.3",1,92,"3236"
"One year","Electronic check",37,"99.2","3754.6",1,79,"3599"
"Month-to-month","Credit card (automatic)",8,"85.2","627.4",1,95,"2887"
"Month-to-month","Electronic check",3,"75.25","242.0",1,83,"5898"
"Month-to-month","Electronic check",1,"54.35","54.35",1,87,"4212"
"Month-to-month","Electronic check",5,"24.95","100.4",1,79,"5865"
"One year","Electronic check",40,"42.35","1716.45",1,67,"5422"
"Month-to-month","Electronic check",1,"75.3","75.3",1,100,"3596"
"One year","Electronic check",51,"94.8","4837.6",1,94,"5074"
"Month-to-month","Electronic check",1,"70.55","70.55",1,82,"2146"
"Month-to-month","Credit card (automatic)",33,"86.15","2745.7",1,66,"3336"
"Month-to-month","Electronic check",30,"85.0","2624.25",1,97,"3698"
"Month-to-month","Electronic check",2,"80.55","184.1",1,69,"2856"
"Month-to-month","Electronic check",2,"75.8","160.75",1,98,"5270"
"Month-to-month","Electronic check",29,"98.5","3004.15",1,72,"5137"
"Month-to-month","Electronic check",13,"95.25","1233.65",1,97,"2982"
"Month-to-month","Mailed check",7,"74.4","527.9",1,96,"4969"
"Month-to-month","Electronic check",30,"85.15","2555.9",1,76,"4417"
"Month-to-month","Electronic check",2,"88.55","179.25",1,80,"3685"
"Month-to-month","Electronic check",24,"54.75","1338.15",1,97,"5699"
"Month-to-month","Electronic check",1,"91.3","91.3",1,71,"2371"
"Month-to-month","Electronic check",1,"79.5","79.5",1,92,"4490"
"Month-to-month","Mailed check",7,"70.1","467.55",1,83,"3669"
"One year","Electronic check",67,"111.3","7482.1",1,85,"4146"
"Month-to-month","Bank transfer (automatic)",57,"95.25","5427.05",1,86,"6259"
"Month-to-month","Electronic check",7,"86.25","587.1",1,89,"3344"
"Month-to-month","Electronic check",1,"100.8","100.8",1,65,"3128"
"Month-to-month","Electronic check",14,"86.3","1180.95",1,74,"3677"
"Month-to-month","Electronic check",28,"89.95","2625.55",1,90,"2468"
"Month-to-month","Electronic check",17,"76.45","1233.4",1,92,"3266"
"Month-to-month","Electronic check",10,"70.0","740.0",1,67,"3156"
"One year","Mailed check",34,"64.4","2088.75",1,75,"5189"
"Month-to-month","Electronic check",1,"102.45","102.45",1,85,"4811"
"Month-to-month","Credit card (automatic)",3,"80.1","217.55",1,65,"4330"
"Month-to-month","Electronic check",2,"80.2","146.05",1,85,"4381"
"Month-to-month","Bank transfer (automatic)",6,"98.15","567.45",1,80,"3578"
"Month-to-month","Mailed check",12,"112.95","1384.75",1,97,"3965"
"Month-to-month","Mailed check",1,"70.9","70.9",1,78,"4739"
"Month-to-month","Electronic check",3,"86.85","220.95",1,70,"3561"
"Month-to-month","Electronic check",23,"99.85","2331.3",1,83,"3425"
"Month-to-month","Electronic check",1,"74.5","74.5",1,75,"5554"
"Month-to-month","Electronic check",65,"109.15","6941.2",1,99,"6001"
"Month-to-month","Credit card (automatic)",16,"65.2","1043.35",1,73,"4722"
"Month-to-month","Credit card (automatic)",66,"99.5","6822.15",1,96,"4479"
"Month-to-month","Mailed check",1,"71.55","71.55",1,98,"5739"
"Month-to-month","Electronic check",53,"93.9","5029.2",1,68,"5543"
"Two year","Bank transfer (automatic)",69,"108.4","7318.2",1,73,"4708"
"Month-to-month","Bank transfer (automatic)",13,"48.75","633.4",1,86,"2655"
"Month-to-month","Electronic check",4,"85.65","321.65",1,96,"3223"
"Month-to-month","Electronic check",12,"106.7","1253.9",1,92,"2406"
"Month-to-month","Electronic check",1,"25.15","25.15",1,99,"5386"
"One year","Electronic check",54,"110.35","5893.15",1,90,"6189"
"One year","Credit card (automatic)",48,"103.25","5037.55",1,71,"4736"
"Month-to-month","Electronic check",2,"47.8","92.45",1,89,"4134"
"Month-to-month","Credit card (automatic)",29,"98.6","2933.2",1,72,"5144"
"Month-to-month","Electronic check",15,"83.05","1258.3",1,70,"2596"
"Month-to-month","Bank transfer (automatic)",17,"70.4","1214.05",1,67,"4469"
"One year","Bank transfer (automatic)",56,"104.75","5510.65",1,93,"5605"
"Month-to-month","Electronic check",21,"94.25","1973.75",1,73,"4819"
"Month-to-month","Mailed check",1,"45.95","45.95",1,82,"4563"
"Month-to-month","Electronic check",1,"70.15","70.15",1,71,"2825"
"Month-to-month","Credit card (automatic)",1,"85.55","85.55",1,86,"3967"
"Month-to-month","Electronic check",35,"70.3","2416.55",1,79,"5413"
"Month-to-month","Bank transfer (automatic)",32,"106.35","3520.75",1,65,"4113"
"One year","Mailed check",33,"103.7","3467.0",1,76,"4461"
"Month-to-month","Electronic check",1,"88.35","88.35",1,72,"4254"
"Month-to-month","Electronic check",8,"94.2","777.3",1,80,"2939"
"Month-to-month","Electronic check",5,"96.25","512.45",1,74,"5056"
"Month-to-month","Electronic check",2,"70.7","141.45",1,86,"4559"
"One year","Mailed check",42,"33.55","1445.3",1,82,"2044"
"Month-to-month","Credit card (automatic)",40,"94.55","3640.45",1,95,"5676"
"Two year","Bank transfer (automatic)",57,"112.95","6465.0",1,89,"4738"
"Month-to-month","Electronic check",1,"35.9","35.9",1,93,"4747"
"Month-to-month","Bank transfer (automatic)",38,"99.25","3777.15",1,76,"5274"
"Month-to-month","Mailed check",2,"24.45","47.5",1,77,"5573"
"Month-to-month","Bank transfer (automatic)",8,"103.35","847.3",1,71,"2363"
"Month-to-month","Electronic check",7,"84.8","546.95",1,70,"2015"
"Month-to-month","Electronic check",31,"99.95","3186.65",1,96,"5362"
"Month-to-month","Credit card (automatic)",18,"90.0","1527.35",1,97,"2708"
"Month-to-month","Electronic check",14,"104.85","1531.4",1,86,"2292"
"One year","Electronic check",28,"106.1","2847.4",1,85,"3770"
"Month-to-month","Credit card (automatic)",15,"74.2","1133.9",1,80,"4553"
"Month-to-month","Electronic check",5,"89.35","461.7",1,70,"4584"
"Month-to-month","Electronic check",1,"77.15","77.15",1,79,"2756"
"Month-to-month","Bank transfer (automatic)",1,"35.25","35.25",1,88,"2548"
"Month-to-month","Electronic check",4,"48.55","201.0",1,97,"3955"
"Month-to-month","Credit card (automatic)",53,"98.4","5149.5",1,87,"6481"
"Month-to-month","Bank transfer (automatic)",59,"93.85","5574.75",1,85,"5390"
"Month-to-month","Electronic check",46,"100.7","4541.2",1,72,"5712"
"Month-to-month","Electronic check",14,"80.45","1072.0",1,94,"4155"
"Month-to-month","Electronic check",31,"55.25","1715.65",1,78,"2933"
"Month-to-month","Electronic check",13,"54.45","706.85",1,88,"5212"
"Month-to-month","Credit card (automatic)",35,"75.35","2636.05",1,79,"2785"
"Month-to-month","Electronic check",2,"75.7","189.2",1,82,"4676"
"Month-to-month","Mailed check",1,"74.25","74.25",1,93,"4750"
"Month-to-month","Electronic check",25,"89.7","2187.55",1,82,"4078"
"Month-to-month","Electronic check",16,"96.4","1581.2",1,80,"2688"
"Month-to-month","Bank transfer (automatic)",1,"69.5","69.5",1,77,"3273"
"Month-to-month","Credit card (automatic)",36,"85.25","3132.75",1,82,"3041"
"Month-to-month","Mailed check",1,"19.4","19.4",1,66,"4152"
"Month-to-month","Electronic check",9,"83.3","803.3",1,97,"3520"
"Month-to-month","Bank transfer (automatic)",8,"80.1","679.3",1,67,"5071"
